listing_id,id,date,reviewer_id,reviewer_name,comments
5995648,304309585,09/08/2018,187255502,Scott,"Maybe the best AirBNB.experience Ive had. Perfect spot in Pimlico. Home is very stylish, very comfortable bed, and all the amenities thoughtfully provided. Katherin is a wonderful hostess and quite flexible. And the bonus of the two unusual cats who are very friendly wasnthe icing on the cake. Her home will be my first choice whenever in Londontown."
26069928,313378718,25/08/2018,156628078,Zacharoula,"Nice place, thoughtful and very helpful owener"
16211189,283231647,29/06/2018,3649219,Anatoliy,"Great flat, great location, great host! "
35274352,543188917,07/10/2019,59453436,Marcel,"Super location, super communication"
20501118,224049549,02/01/2018,118651343,Camille,We had a very good time at Camilla and Richard's place. They were very nice and helpful and the place was pretty and clean. We'll definitely come back !
4109997,82985901,30/06/2016,1692084,Betty,Absolutely delightful stay.  Inge is a warm and welcoming host and her home is lovely.  The room is just like the photos.  I very much look forward to a return visit.
5505754,103235878,21/09/2016,53085943,Ana Paula,"Our stay was all right, no problem!"
22842247,503065820,05/08/2019,14516369,Jay,"I had a wonderful stay in Carole's home. The blue room was clean, quiet, and comfortable, with a nice view of the back garden. There was a gateleg table in the room that made a great workstation for my laptop, and the wifi always had a strong signal. I enjoyed having the convenience of the sink in the room, too. Carole provides a basic breakfast, with her homemade jams! During my stay, Carole had to be away for a few days due to an emergency, but she went the extra mile to make sure that I was taken care of in her absence. I wouldn't hesitate to stay with Carole again the next time I'm in London."
29656541,458728267,26/05/2019,175422070,Beth,Max’s flat is perfect for a busy weekend in London. The location is fantastic and we had everything we needed. Would stay again!
13970202,618431387,15/03/2020,338159454,Alex,Relatively clean
3722555,160049748,12/06/2017,8725681,Noel,"Very comfortable, hip apartment. Lots of space. A 2 min walk to Exmouth Market which has great restaurants and coffee places. Easy to get to with public transit. We'd definitely stay again. Thanks Geraud!"
12188577,72992981,06/05/2016,22295288,Paul,I never actually met Suzanne but she made sure I was well accommodated and had keys to access her lovely property. Everything was as described and the bed was nice and comfy too.
23726987,583844051,29/12/2019,132646886,Jason,A lot of accessories provided in the kitchen like plates and sauces. Bath hot water is very stable and we enjoyed the accommodation a lot! Towels and the bed are clean and smells great. Recommend for youngsters and couples to live in this district.
667373,138249086,19/03/2017,52460548,Sophie,"We had a lovely stay and Niamh's place and especially enjoyed the warm welcome we got every time we came in from Millie the cat. 

The flat was bigger than expected and very light, clean and airy."
137581,19067342,06/09/2014,10937489,Margaret,"We had a magnificent stay here at Anthony's apartment. I can thoroughly recommend it to anyone staying in London. Brilliant location right next to train station, quiet, supremely comfortable and extremely well appointed. No issues checking in, felt comfortable the entire stay. A 5 star experience. Thank you Anthony."
17569828,245722974,23/03/2018,170617405,Trevor,Great room
19583600,197338858,25/09/2017,70636029,Bastien,"Despite a late arrival due to our transportation problems, Hayley was a very pleasant host. Everything was easily available in the house. The running was simple and we had a lot of freedom thanks to a double of keys.

We had been warned (on AirBnB) by the radio show of Linden on Saturday, so we were not surprised.

Excellent week-end ! A Frenchman recommends this accommodation!"
45956755,745422790,04/04/2021,214004841,Lamya,Varun tried very hard to make the stay enjoyable
15814994,315597916,29/08/2018,7588504,Tim,"Great location! A short walk from everything you need, and the complex the flat is in is super quiet. We felt at home for the two weeks we were there, which was exactly what we were looking for. If you want to stay in a great part of London not overrun with tourists, or want to feel like you are a local living there, this place is for you!"
16622885,257513833,26/04/2018,59655953,Ravi,It’s always a pleasure to stay at Ian’s place 
18337910,475404236,24/06/2019,158576151,Pauline,"Studio très bien équipé pour un week-end à 3 ou 4 personnes - très proche de la station de métro Edgware Road ce qui est un réel avantage ! 
Je recommande ce logement !! Allez-y sans inquiétude Akmal est disponible et répond à toutes vos interrogations"
11368412,92297347,08/08/2016,4573092,Claudio,"i've spend just a night with my two daughters in lloys apartment and he was a fantastic host. the apartment was clean and we found everything we need. camden is always a perfect place to be in london, so this will be the first place we will look for in our next stay in london"
36524155,563234193,12/11/2019,22330526,Logan,"Convenient location and clean room. It's possible to hear noise from the hallway, but this was not an issue at night. Overall, would stay again."
251026,260050891,03/05/2018,49736133,Nathan,"Liz was incredibly accommodating and professional. You couldn’t ask for a better host. She met us at the property, which was clean, tidy and ideally located for Olympia and showed us around. She even accommodated us for an extra night at an inconvenience to her, when I realised I had only booked for one night rather than two. 

Can’t recommend highly enough!"
22536843,330111327,30/09/2018,45075943,Ben,"This is a lovely little flat in the Dulwich area of London.   There are good links to the centre of London via bus or train, and plenty of information regarding transport and other things in the area provided by Tamsin for guests in the flat.
Tamsin herself was quick to respond if I had any questions and approached me ahead of time with information regarding location and how to get in, and generally had good communication.
The flat itself has a full kitchen with everything you may need, as well as a lovely lounge with access to apple TV.  The bedroom and bathroom were both clean and you can tell were kept nice.  The flat itself is not massive, however it does a lot with the space it has.


If you are looking for somewhere to stay in London, don't want to pay the high prices of the central hotels and don't mind travelling to get to the centre then I would highly recommend this space as a home away from home that you can use as a base to do such things.  My experience was overwhelmingly positive and I would recommend."
6695710,61106595,31/01/2016,55445198,José,Setsu was very welcoming and friendly. The location is good: great neighborhood and close to the center. The room was perfect! It was definitely a positive experience for my first time using airbnb. I really recommend Setsu's house :)
20221682,486904373,13/07/2019,100590599,Elizabeth,It was a wonderful bonus to find such a gorgeous spot near London central with a wonderful host in Regina and with a lovely private garden to enjoy - very kind and lovely host - we loved our stay and would return in a heartbeat !!!  Such GOOD VALUE !!!
4754607,125459083,05/01/2017,11644432,Angie,This apartment is just perfect.  Excellent location to access the underground and major sights if you like walking you can do so much just by stepping out the front door.  The building is gorgeous and you are so well looked after - a genuine bed and breakfast!  A great stay with our two kids aged 7 and 12.
19093262,634469528,04/07/2020,56726410,Paola,Amazing place for a short or long stay. Big and clean flat for the price. The area is very quiet and safe. I recommend it to anyone that plan to stay in London as I would stay here next time I return to London. Michael is very attentive to the guest and any flat situations. Thank you!
37047304,638674736,16/07/2020,171650570,Zoe,"Thank You!! Great Stay,Great Communication! Hope to stay again x"
4972039,242054781,11/03/2018,16667648,Claire,"L'accueil chez Diane fut très simple et sympathique. La chambre est confortable et l'emplacement de l'appartement idéal pour visiter Londres, à la fois très calme et très proche de l'hyper centre"
12201222,354713108,02/12/2018,170713840,Mariya,Teresa is a very welcoming host. The house is lovely and boho stylish. Also! The cat!
9475698,215737393,01/12/2017,17952444,Víctor,Kamil and Andressa are excellent hosts and very kind. The room is exactly as in the pictures and everything was really clean. It’s a very comfortable place
18345374,606471363,16/02/2020,289807293,Jade,very good place for a good price and great communication.
17459300,468333502,12/06/2019,202610290,Stacie,"Excellently situated flat across from Regents Park, near the Baker Street Station and Sherlock Holmes Museum. It can be loud in the evenings given its location, but I thought it was worth it for the ease of accessing in the underground and outdoor space."
19845906,366840731,03/01/2019,170874865,Carsten,"Quiet room with a nice view of London. Very helpful and friendly host, would stay again!"
698606,22989257,19/11/2014,1154941,Linh,"Wonderful comfy bed! The room is on the first level and a door separates the rest of the house, giving you privacy. Not a far walk from the tube and one block from the main road where all the restaurants and coffee shops are. It does take 20-30 min on the tube to get to the main areas in London, but a great stay if you have the time. Gordon is very helpful and accommodating to all your questions and needs. He's a wonderful host and  made it a pleasant stay.  The Oyster card, cell phone and use of his iPad were all great touches!"
28981922,568421556,24/11/2019,305009569,Maciej,Amazing house and a very helpful host! I can easily recommend Neil and his beautiful place!
18766413,478961409,30/06/2019,52464675,Karen,"Prime location, only 3 minutes walk from the station. We stayed for a night at Hiten's place, the bed was very comfortable! It could get quite hot at night so it would be great to have a fan in the room. They have provided plenty of towels but a few of them had stain on them and the quality wasn't great. Kitchenware were well equipped, however there wasn't any tea bags or coffee to provide for guests. There's a Waitrose next to the station, for those of you who would like to grab a drink or some breakfast for the morning."
17527165,319438439,06/09/2018,195490067,Lu,Good location and very convenient. My friend and I stay here for 4 nights and really enjoy.
18221679,527128967,10/09/2019,69755764,Carley,"Loved staying here, great amenities nearby and shops. The house was very secure, the area felt safe. Really clean, house instructions were well laid out and household items found easily. The bedrooms were lovely, firm mattresses on the beds but slept really well in them.

Communication with the owner was great, always responded quickly. 

Many thanks again for a lovely stay! :)"
29233083,346607387,09/11/2018,206868554,Zakk,"Great host, really nice place"
33486289,504699951,08/08/2019,79653080,Daniel,"Cool place, Leyton station 5 min walk away so can get into London easily."
43859245,742344137,26/03/2021,392741358,Katya,"Lovely place in the heart of the city!
Highly recommend."
16794297,144259561,15/04/2017,112573379,Susanne,"Die Mails mit so manchen Fragen vor der Reise wurden von Toni sofort beantwortet. Wir fühlten uns so schon vor der Reise sehr herzlich willkommen. Toni hat uns bei der Ankunft in der Wohnung sehr nett empfangen, uns alles gezeigt und war auch während unseres Aufenthaltes immer per Handy erreichbar. Das ganze Wohnhaus ist komplett neu. Die Wohnung ist sehr geschmackvoll und modern eingerichtet und sehr sauber. Handtücher lagen genügend bereit, und die Küche ist gut ausgestattet. Die Lage ist für Sightseeing-Touren perfekt, da die Wohnung nur ein paar Minuten von der U-Bahn-Station Stockwell entfernt liegt. Mit der Northern Line ist man z.B. in 15min in der Innenstadt bei der London Bridge. Direkt vor dem Haus ist außerdem eine Busstation. Mit dem Bus dauert es zwar ca. eine halbe Stunde, ist aber trotzdem empfehlenswert. Die Wohnung befindet sich im 4.Stock. Im Erdgeschoß des Wohngebäudes befindet sich ein Lidl-Markt, was sehr praktisch ist, um zum Frühstück frisches Gebäck zu kaufen. Wir können diese Wohnung und die sehr nette Gastgeberin wärmstens weiterempfehlen ! "
36745383,704830911,29/10/2020,221820770,Haisea,The location is good.
13836324,293902513,21/07/2018,131034343,Amanda,Very nice women. Accommodating to us for our late check in. Also had a phone charger available when mine broke. There is a cat and shared “lived in” feel of the place since you are sharing common areas with hosts and other guests. Mattress was alright. Room was great for just one night before an early flight.
18745637,467986298,11/06/2019,87368387,Alphanso,Emma was a superb host and helpful. The location is great. You have an easy walk to Central London including close proximity to the Tube station.  The Airbnb ad is representative of the suite including a pub below the room. I will definitely consider staying at Emma's for my next trip to London.
19445382,208105194,31/10/2017,2158901,Devin,The host canceled this reservation 283 days before arrival. This is an automated posting.
14782651,200399251,05/10/2017,109447109,Aleksandra,It’s nice and cozy room:)
31973919,466412767,09/06/2019,2355854,Asif,"This was such a great place to stay at. The location, the flat, everything was fantastic. Beatrix was so communicative and available and checked in to make sure I was comfortable. I highly recommend staying here and I will do so again.  I was extremely comfortable here. I can't thank her enough."
107051,30597740,25/04/2015,24418063,Nicolas,"Encore mreci à Meg pour son accueil. La péniche est vraiment pratique et ""cosy"".
de plus Little Venice est un havre de paix au coeur de Londres : avec nos 2 enfants a pu visiter Buckingham Palace et les musées (Science Museum, National History M.) qui sont à 20 minutes par le ""tube"".
Super expérience inoubliable pour les enfants.
 
"
16877059,192381347,10/09/2017,17132733,Tosca,"Die Zeit bei Bente war super. Sie ist sehr gastfreundlich und alles ist sauber. Man fühlt sich wirklich rundherum wohl bei ihr. Die Lage ist ebenfalls klasse, man ist schnell an der UBahn und hat eine gute Anbindung in die Stadtmitte. Zum Ausspannen kann man im nahegelegenen Park spazieren oder einfach nur in ihrem Viertel spazieren gehen. Ich kann die Unterkunft weiterempfehlen und werde sicherlich auch wieder bei ihr einchecken :-)"
21892168,704536248,27/10/2020,12532074,Elizabeth,"Not exactly what we expected. The apartment is charming and even though it’s not exactly in the best part of Chelsea, the area felt safe. The main problem during our brief stay (we booked a week and only stayed less than 12 hours) was that the radiators were very slow to warm up and we spent 7h in a cold apartment (16C - 58F). Not very comfortable during mandated  covid quarantine and after a red eye flight. We moved before night felt afraid of being too cold at night. It was a cold and wet fall day in London. The deal breaker was when we realized that we could not even use the kitchen as plates and kitchenware were filthy and filled with moldy black remnants of food. The management agreed to refund  our stay, minus the first night, that we didn’t even use (as we arrived early in the morning). All in all, not a terrible place, it’s big by London standards and charmingly decorated with quirky and personal details, but make sure the heating system is working before your arrival and that the kitchenware and linens were properly cleaned by the host."
381467,98781598,01/09/2016,3859046,Gwen,"Thanos was a very friendly, helpful, responsive host!"
8171302,276922204,15/06/2018,192854306,Mathieu,"It has been a pleasure to stay here, everything is charming and make you feel comfortable ! 
Luis is very welcoming and professional ! ;) 
Already selected this place for my next trip to London ;)"
596013,2504789,04/10/2012,2110081,Anna,"The visit in London was amazing!!! Also staying with Deepa & Trenton was very very nice. They are really interesting people, open and very friendly. We could count on them in any problem and ask. The flat is clean, the room is small, but really nice.. The bed is very comfortable and the linen - really white:) I kindly recommend staying with Deepa & Trenton."
5996097,48344610,25/09/2015,11539554,Ed,"Another perfect Airbnb experience. Katherine's home is a lovely place close to the Pimlico underground station, ideal for the business I had in London. I was made to feel very welcome directly from arrival. The room was impeccably clean as were the communal areas. The neighborhood felt safe and shopping/cafés close by."
2134928,533177505,21/09/2019,128122046,Pavel,"My stay was great, I enjoyed it a lot. The house is very close to a DLR station, but on the distance when noise from it cannot be heard. The apartment was sparkling clean, and the hosts were very friendly. I would recommend this place, its price/value is just great. Thank you!"
3474515,156833844,01/06/2017,116228393,Chris,"Gary's a great host. Very nice guy who is always available, but also gives his guests space. He recommended some great local places to eat around the London and the location of his apartment is in a prime location for anyone traveling. Very modern looking apartment and extremely clean! "
39100123,732559381,19/02/2021,260946240,Hero,Had best month staying here I will be back.
4743954,167012712,05/07/2017,70621384,Frank,"A lovely room and private bathroom, well looked after by the owner. Great location near the tube, shops and great pubs. Also very quiet. "
410168,18646570,30/08/2014,2774590,Arianna,"Mathew is excellent! I was really lucky finding his place among all the options on airbnb. The maisonette is a gem and really homey with a lovely garden out back and a view over Sydenham from the breakfast table. The room might be little but it's cosy and comfortable. On nights in I was content to curl up in the chair and watch Netflix on my laptop. Mathew himself was an excellent host, and I was well looked after (including dragging my enormous case up the stairs for me). He was a wealth of information on things to do and where to find things and such, and good company over a tea or a gin. Would absolutely stay here again next time I'm in London. Thanks, Mathew!"
2585790,77328429,31/05/2016,19742337,Tina,"Lovely, stylish flat conveniently located in a quiet street near Archway tube.  Well equipped kitchen and a great selection of books and DVDs. We really enjoyed our visit and getting to know a new bit of North London. Communication with Rufus via email was excellent throughout. We would definitely visit again."
28427786,445502633,29/04/2019,72715643,Berthold,"Good stay for the price. Only a few meters to  DLR-Station ""Poplar""."
38284726,709367744,16/11/2020,45920851,Ify,Really loved staying here. It was exactly what I was looking for. Loved the space and minimalist decor. The location was perfect. The responsiveness of the management was also superb. Look forward to staying here again when I visit London again
15001232,368069338,06/01/2019,200048253,Amun,Great room in a great location. Hosts are very responsive and lovely. Also there’s a bar in the apartment block that allowed us to get a drink or two which was great !
19150879,181245885,12/08/2017,44636792,Alex,"Jo and Tom are great hosts, they made sure everything went smoothly with my stay. The flat is in a perfect location in Enfield and has everything a guest needs."
8047114,153012599,19/05/2017,256998,Samir,I booked this place on a very short notice and was really pleased with the experience. Erno is answering messages very fast. The room is quite big in a very nice part of London. Highly recommended!
13558588,573473615,06/12/2019,19330569,Stuart,Good facility in a good location. Welcoming host.
8494414,99240385,04/09/2016,19086099,Kate,We had a great stay at Dan's home. This was our second stay. We love the location on the top of Richmond Hill. The garden is beautiful and we enjoyed sitting outside for dinner. Dan is very friendly and helpful. He communicates very quickly and is a delight to deal with. Thank you Dan!
3202462,234867622,14/02/2018,3300454,Sergio,Enjoyed my stay in Brixton
1986728,9171730,10/12/2013,7576899,Linn,"PERFECT!
We are 100% satisfied.
The flat is really nice,modern and clean, and the location couldnt be better.
The property contains aeverything one might need and har real comfertable beds.
We Loved it , and will surely go back.
Toby is also really nice and patient.
Would recomend this property to anyone!"
4676926,518856420,27/08/2019,234793656,Susanne,Super close to subway and bus!
23383300,287392749,08/07/2018,135265671,Raquel,"Es una casa muy agradable, y también sus habitantes, está cerca del metro y es muy tranquila,  lo único mejorable es una de las camas.  El desayuno está muy bien y todo en general muy bien"
6040128,608735625,21/02/2020,5397637,Michelle,"This was one of the best Airbnb stays I’ve had. 

Denise & Trevor are wonderful hosts, well organised (as a fellow-host, I got some useful tips), friendly and charming. I really enjoyed chatting to one or both of them and hearing their intriguing stories.

The house is well-placed for rail and bus connections (the National Express coach from Stansted stops just minutes away in Golders Green). We were able to get a regular bus from the end of the road to London city centre. By the way, there are great charity shops nearby - I got some lovely little souvenirs there.

We ate in the local Giocomo’s Italian restaurant. Father and son owners are charming and the food was delicious - we even bought some of the biscotti to take away. We saw a fascinating play “The Haystack” at the Hampstead Theatre and a film at the VUE cinema complex. I visited historic Kennington House and the nearby Camden Art Centre, which has interesting exhibitions, a great café and a Stitch ‘n Bitch group - so bring your knitting!

Overall, this is a great value, comfortable, cosy home-from-home - I can highly recommend it."
22142153,341271871,26/10/2018,46609918,Kirsten,This a good hostel in the centre of London. The place was clean and we had a lot of flexibility checking in.
17654391,518242157,26/08/2019,41618732,Auriol,Clean & well-eqipped. Central for travel around London & close to local shops
801348,66057534,19/03/2016,58364656,Grit,"Es war eine tolle Reise! Nicht zuletzt, weil unsere Gastgeber wirklich 5Sterne verdient haben. Ein wunderschönes Haus, alles blitzsauber, ein sehr gutes Bett, supernette Gastgeber, unheimlich geschmackvoll das Ganze zentral gelegen und , und, und... Das war definitiv nicht unser letzter Besuch bei Euch! London ist großartig, aber diese Unterkunft ist high-end! "
21392064,456294524,21/05/2019,216946421,Graciela,Buena
25801362,518806253,27/08/2019,287561601,Francis,Collin is a very friendly host. The room and bathroom is super clean. I definitely recommend!
18221628,164963277,29/06/2017,70828800,William,Tomasz was very good at communicating.  He was friendly and his place is very clean.  I would recommend it.
33870714,602646930,07/02/2020,292148983,Shannon,"Tim was an amazing host! The apartment was perfect couldn’t recommend enough, Tim was so helpful with places to go etc will be returning again in July definitely!"
1829962,113539405,13/11/2016,5913497,Hermanni,"We had a memorable stay at Graham and Carole's home with my teenage son. The room is very spacious and it is hard to believe to be in the middle of a metropolis upon waking, so quiet it is. The neighbourhood is nice and lively, shops and train station just a toss away. We felt very welcome even before arrival and the stay felt more like being a guest of the family, not just Airbnb guest. Many thanks for delicious breakfasts and interesting discussions, it was a pleasure throughout. "
6933001,236059912,18/02/2018,152414583,卫群,It's a lovely and very clean house with good equipments and supplies. The landlady is very kind and helpful in many ways. Also very convenient to use the subway and bus to go to shopping centers. Highly recommended.
38350998,547976857,16/10/2019,7200315,June,We had a great time in London! The flat is in a great location with amazing access everything. It was clean and an easy space to relax after a long day of site-seeing. Thank you!
5206665,539493276,01/10/2019,237869054,Stacy,"Simon’s place is great. The place has all the amenities, large room, great location near restaurants, park, transport. And Simon is very nice and helpful."
21846555,347438718,11/11/2018,98572423,Sinead,Just book ! places like this are like a home away from home. Such great hospitality. Communication was quick and easy and we will try and book again if we find ourselves looking for accomodation in this area again
20951273,256233242,22/04/2018,184477248,WenRu,"We have been treated very well from Sylvie's family. They have a Lovely cat, Even though the room is different from the photo, but the room is clean and comfortable."
18561228,366843362,03/01/2019,34931405,Eric,"Nice apartment, very clean And near buses. Very simple to access to brixton station  in five minutes, then only 15 minutes by Subway to go to the center of london.
Matt is very welcoming, a Nice person, smily And always taking care of You. To recomend."
15421953,473893750,22/06/2019,35935355,Zuzana,"A wonderful airbnb experience, definitely recommend to anyone! Neri's place is in fabulous location, very stylish and cozy and provides you with all comforts of home. Will definitely come back given the chance! Thank you Neri! :)"
15503121,272887008,04/06/2018,94018511,Mareen,"We had a great stay at Elle's place. The flat is super cosy, nicely decorated and clean. We felt at home straight away. Elle was very welcoming and helpful when we had questions. Also: The location is awesome with lots of really nice restaurants, bars and London Fields on the doorstep. We would definitely come back!"
19024077,571598474,01/12/2019,86832490,Jenny,"This is a fab little apartment in a convenient location. It has a comfortable living area, well supplied kitchen and a cozy bedroom. Communication with Hilary was excellent even though she was away. The check-in and check-out process was easy and it was lovely to meet Alvaro and Hilary’s mum. Information about the local area was very useful. It’s worth noting that the apartment is obviously lived in as there are personal effects about the place but there is plenty of space to store your own things."
17175413,156040062,29/05/2017,128664312,Astrid,"La localización es excelente, a 10-15 minutos caminando desde St Pancras, además en una zona muy tranquila. Cuesta un poco encontrarlo pero Mo nos mandó excelentes indicaciones. La habitación, aunque tenía un mobiliario anticuado, es amplia y cómoda."
248291,1131557,15/04/2012,1823494,Maud,"Maison très agréable avec des hôtes très sympathiques !
Quartier agréable avec accès facile à de nombreuses commodités.
Super séjour à Londres. Merci"
31380644,600867685,02/02/2020,193433514,Mark,"Michaels apartment offers everything you could wish for.  Extremely clean and quiet and close to Wembley which is exactly what we asked for, we will definitely return for future events."
13022300,560993229,08/11/2019,25176749,Anindya,"Julia is very kind, smart and her place is a perfect cosy place to stay in London. Located 8mins walking distance from Tottenham hale (which is in Victoria line). Neighbourhood is peaceful. Coming to her place, it's heaven for readers and perfect for connoisseurs. I think it's a mini library filled with so many amazing books. Moreover, she has got all kind of spices and cooking utensils kept perfectly in her kitchen. Rooms and other places are exactly like the picture. She is co-operative and tried to be responsive even she was away at the time I visited."
3995541,98515119,31/08/2016,27288950,Joseph,"Tim is obviously a great host, and has a wonderful apartment. Believe all the reviews you read. My review is not five stars only because of the Notting Hill Carnival which I will get to below. Don't let my review discourage you in any way for other times of the year. Tim's flat is in a great area, lovely restaurants and stores near by and Tim is a caring and personable host. I do recommend his flat, just not during Carnival.
Interestingly (or, in our case, unfortunately) the largest street fair in Europe was taking place while we were there and we failed to understand this and the ramifications. The description included mention of the fair, but the information did cause me to to suspect anything was out of the ordinary. The fair was HUGE, it was a Rio/New Orelans type of event. The restaurants and shops were boarded up for 3-4 days. It was like a hurricane was coming as the residents stocked up in the boarded up grocery stores.  We are not Carnival type of people so we tried not to return back to the flat before 10pm, but still managed to see way more than we wanted. The kids were amused, but my wife's steely gaze made her feelings unspoken but clear.  The music started at 6am on Sunday and the music and noise went until 2:30am on both Sunday and Monday evenings. Tough to get to all the attractions when the kids need to sleep late into the morning everyday, but we scaled back and had a good visit. Ultimately the neighborhood was nothing like advertised under these circumstances. When I think of a carnival, I don't think New Orleans or Rio, I think of something closer to a street fare. I don't think of 9000 police and plywood over every place of business. 
  We still had a very good time in London and Tim's flat was a good value even under these circumstances.  It is nicely located. However we would have loved to have been able to dine in the area at the end of the day and take a leisurely stroll back to a quiet apartment. At the end I did manage to get coffee and pastries on the lat two mornings. I understand why people love Tim's place.  We just wanted to love it more. 
  In the end, if we were in London during the Carnival, we would stay as far away from Notting Hill as possible. If I returned at any other time of year, I would find this a desirable rental.
"
18631428,466509152,09/06/2019,226998965,Kai,Was a great stay at Miyoungs Apartment. And it is easy to travel into the centrum of London.
36660,250766,03/05/2011,548135,Bijan,"It was just fantastic - I did not have much time to enjoy the stay, but I really felt like at home from the second I entered the house. Everything is just lovely, and Agri and her husband are very nice people. Very good!"
16682490,194295287,16/09/2017,23593028,Suruchi,Super location. Very nice host. Nice and clean room. Steps away from hyde park and marble arch station. Everything was very smooth. Would highly recommend. Tesco was 5 mins walk maxx. Loads of restaurants and a bus stop close by. Cant find a single fault. Nice and big kitchen. Well equipped. Bathroom had more than sufficient toiletries. All in all a super stay
3986296,598494329,27/01/2020,269316542,Caty,Binit’s home was wonderful! The space was cozy and location was great. We would definitely book again!
12554756,503038233,05/08/2019,632819,Ulyana,"Christopher’s place is fantastic and I would recommend it to anyone. It is SO clean. I mean, truly clean. It felt like every bit of the house was properly cared for and there was no dust particles in sight. His place is also SO quiet. It’s so well insulated that you can’t hear the neighbors at all, and even outside noises are brought to a minimum. We didn’t want to leave! We felt very comfortable in this truly cosy home."
15017100,191177561,06/09/2017,7649646,Scott,Hubert is an excellent host!
1436172,83621542,03/07/2016,13474187,Frank,"Paul est un hôte très accueillant, maison agréable et bien située, nous y avons passé un agréable moment.
Quartier calme et terrasse sympathique, idéal pour prendre le petit déjeuner, qui est d'ailleurs offert  par Paul!"
13824259,413321962,17/02/2019,249172,Kwadd,Great spot in a great location!
13835873,152392696,16/05/2017,123849405,Samuel,"Beautiful house, nice host, happy stay"
19941110,444134408,27/04/2019,1092514,Barbara,"Brigid is a lovely person, and her house is a delight - what many people dream of when they think of England.  The house has a distinctive, well-lived in atmosphere, and the guest room, with its own bath, is very comfortable.  Brigid provides everything you need - a cozy place to stay, tea or coffee and homemade bread and jam in the morning, as well as good chat - even adapter plugs, if you, like me, have forgotten to tuck yours in.  Highly recommended!!!"
23951934,482304961,06/07/2019,120171355,Margo,"A lovely clean, bright, and stylish flat in a great area."
4595028,323846341,16/09/2018,94059066,Carl,"lovely area nice place to stay very welcoming host ,room was very clean ,you are guaranteed a nice quite sleep lots of nice pubs and restaurants with buses and tube a short walk away."
16153042,125900794,08/01/2017,3911638,Giulia,"Ciaran is a really nice person: he makes me feel home during the staying. The flat is really nice and cozy; it is new, clean and furnished. The neighbourhood is quiet and there are two underground stops 5/10 minutes walking and several buses. "
14709790,363699430,29/12/2018,31488771,Joey,This property has a very good location and it is within walking distance to a few famous tourist attractions. But there were no curtains at all when I stayed there while other's window directly faces to your bed. The bathroom is separated from the bedroom and you have to go up one floor to use the bathroom. It is below my expectations.
42010,326347,21/06/2011,475343,Trang,"Agri and Roger are very friendly and lovely hosts. I can say that everything is perfected, delicious breakfast, nice view of the garden, room was clean, very convenient to access public transport. My cousin and I were pleased to stay at Agri Ford. Recommended to stay here and I will come back to stay at Agri Ford when I have a trip to London again with my family. 

Thank you Agri and Roger!!!!"
5433293,244713846,19/03/2018,98309883,Leslie,"We absolutely loved staying at Damien's place.  Damien was an incredible host communicating with me every step of the way.  He even sent a message when I boarded my flight to London wishing me safe travels. 

The apartment was incredibly clean, stylishly decorated, and in a great location.  We were a very easy walk to most of the major sites, but at the same time were on a quiet residential street. Damien stocked the apartment with lots of treats for us including a bottle of prosecco.  He even left fresh flowers on the dining room table.  All in all an exceptional stay.  I highly recommend choosing Damien's lovely abode!"
2656465,320171919,08/09/2018,61357622,Belinda,Muse Haus is a great base in West London.
731022,319035884,05/09/2018,20382925,Rachel,"I had a lovely stay at Jelena's place. It was a very well-looked after and clean home and Jelena was very welcoming. I had everything I needed, including two towels, coffee making facilities and soap, and it was lovely to have somewhere so peaceful to come in after a busy day. I was extra-conscious to be quiet in the evenings as it is their own home and I didn't want to disturb them, so if you are a little noisier or a group it could be good to be aware of that. It was a little while out of the city, taking me just over an hour to get into the city but the transport options were easy to navigate and use. All in all, I had a great stay!"
1357846,60565775,25/01/2016,7877270,Jenn,"The room was exactly as advertised.  Very clean and welcoming.  Bathroom and kitchen was also clean and well stocked.  Layla was extremely helpful.  We were able to leave our luggage and freshen up in one of the empty rooms as we arrived well before check in.  She also was very kind and helpful in printing boarding passes for us.  
As a side note, the gentleman who runs the corner store was always friendly and helpful also. "
3797424,37440690,07/07/2015,2114757,Emma+Ian+Seb+Maggie,Superb holiday stay in a perfect location!! Warren's apartment is really well equipped and a great size. A stocked fruit bowl with brekky goods and Nespresso machine were much appreciated. Great communication in arranging everything and a friendly welcome on arrival. Good shower! Nothing more one could ask for! Thanks Warren :)
33869524,623915291,04/05/2020,83004525,Daniel,The house is the perfect little getaway. The outdoor patio is lovely on a Saturday afternoon with a glass of vino or whatnot... a swell little getaway. Easy to contact and lots of great appliances.
30421710,523785753,04/09/2019,207799095,Ben,Very convenient one night stay as I was working nearby. Good communications and good comfortable night's sleep.
13689690,564585791,16/11/2019,285745892,Fabrizio,"Nadia is a relly sweet person.
She's very kind and she was able to answer all my questions even before i asked anything.
We slept in a very confortable bed, the room was quite warm. You'll even find SKY tv! 
The house is very very clean, not so close to the center but you'll find a bus stop really near the house and a train station 10 minutes walk far."
24130970,255680602,21/04/2018,114068703,Holly,"Amazing flat, great location!"
32762763,546222440,13/10/2019,27569271,Josie,lisas room is perfect for a stop over. very welcoming and easy to get around.
